out_thermometer__etienne.temperature,heater__heater.powerLevel,thermometer__etienne.temperature,window__window.opened,window__blinds_open
28,0.0,27.999979533040175,True,0
23,0.0,23.000006723738696,True,0
0,1.0,0.40003119960560846,True,1
7,1.0,7.3999904872536435,True,1
0,1.0,0.4000099631207707,True,1
30,1.0,11.38924031341508,False,1
23,0.0,22.99999414889058,True,0
0,0.0,0.2000338564189183,True,1
7,1.0,7.399990451859389,True,1
0,1.0,0.40001003642365446,True,1
0,1.0,0.40000000000669517,True,1
23,0.0,22.9999725194691,True,0
17,0.0,21.692126851804115,False,0
30,0.0,23.48375067597569,False,0
28,0.0,24.521637728544142,False,0
7,0.0,20.760795197624002,False,0
7,1.0,19.207598889371777,False,1
7,0.3742057964569554,19.812897101771522,False,1
17,1.0,17.399995304178002,True,1
28,0.0,27.99998521873329,True,0
23,0.0,26.90522445359493,False,0
28,0.0,27.115881477090195,False,0
0,0.0,21.26323968557412,False,0
23,1.0,23.722142623879517,False,0
30,0.0,25.136576833360174,False,0
30,0.0,26.23801735310779,False,0
30,1.0,29.346746563509093,False,0
17,0.0,26.737354826536595,False,0
30,1.0,29.60287893679548,False,0
0,0.0,23.228221317141607,False,0
17,0.0,21.64670879966453,False,0
23,0.0,21.896855504014752,False,0
23,0.0,22.1510871562482,False,0
23,0.0,22.342553102110696,False,0
23,0.0,22.494129740087242,False,0
7,0.9830349422155251,19.508482528892237,False,0
23,0.0,20.481236018996608,False,-1
23,0.0,21.053888838775816,False,0
0,1.0,19.080858847133026,False,1
17,0.0,20.896628400119692,False,0
30,1.0,25.080407951919334,False,0
17,1.0,25.641473737886244,False,0
0,0.06844192006039407,19.965779039969803,False,0
17,0.0,19.18336260679897,False,-1
23,0.0,20.439961515378805,False,-1
0,1.0,0.40003263411433093,True,1
23,0.0,22.999971746350848,True,0
7,1.0,7.400021321339262,True,1
0,1.0,0.400001516322897,True,1
7,1.0,7.399989959700595,True,1
30,0.0,29.999967214216564,True,0
0,1.0,0.40004764209978955,True,1
30,0.0,29.999953306446827,True,0
0,1.0,0.40004166032578714,True,1
23,1.0,23.19996730793549,True,0
7,1.0,7.400021911234584,True,1
28,1.0,16.43693338568127,False,1
23,0.0,21.07861724110785,False,0
28,0.0,22.60650637408708,False,0
30,0.0,24.268328123593935,False,0
23,0.0,24.05095680932139,False,0
23,0.0,23.812457004807218,False,0
0,1.0,20.81404701611168,False,0
30,1.0,24.913979663364604,False,0
30,0.0,26.159313413351487,False,0
23,0.0,25.493194402731522,False,0
28,0.0,26.01606620365861,False,0
30,0.0,26.903887508973032,False,0
17,1.0,27.032088311077683,False,0
30,0.0,27.631692627898115,False,0
0,0.0,21.5463183145594,False,0
30,0.0,23.255298938063074,False,0
0,1.0,18.984557002491893,False,1
0,1.0,19.215481611869173,False,1
28,0.0,27.999978234353005,True,0
23,0.0,23.00000784621816,True,0
30,0.0,29.999989547194374,True,0
7,1.0,7.400026293842932,True,1
17,1.0,17.39998420396324,True,1
28,0.0,27.99998360089187,True,0
23,0.0,23.000007107605953,True,0
7,1.0,7.400021505408531,True,1
28,0.0,27.99997181580064,True,0
30,0.0,29.999997357932696,True,0
0,1.0,0.40004437448588387,True,1
7,1.0,7.3999886442398894,True,1
0,1.0,0.4000099241848835,True,1
0,1.0,4.838900395488387,False,1
0,1.0,8.273908417087172,False,1
0,1.0,0.4000071077462333,True,1
17,1.0,17.39998277813933,True,1
0,1.0,0.40002430324695887,True,1
0,1.0,0.4000000000180162,True,1
28,1.0,10.83802528152297,False,1
23,0.0,15.977635538483852,False,1
30,0.0,21.662003155085397,False,0
0,1.0,19.05642504353413,False,1
28,0.0,21.992966062590785,False,0
28,1.0,25.605071101097945,False,0
17,0.0,23.76915639128661,False,0
30,0.0,25.100602673271613,False,0
28,1.0,28.036306180760732,False,0
17,0.0,25.67746584136242,False,0
23,0.0,25.011992203384832,False,0
23,0.0,24.552685921782874,False,0
7,1.0,7.40002326711957,True,1
0,1.0,0.4000111792767312,True,1
0,1.0,0.4000000000079587,True,1
0,0.0,0.20000018903337746,True,1
7,0.0,7.19998985864468,True,1
0,0.0,0.2000085648645875,True,1
28,0.0,27.999958374399498,True,0
7,1.0,7.400030032074621,True,1
7,1.0,7.400000000021519,True,1
23,1.0,23.199976181788088,True,0
7,1.0,7.400022278254702,True,1
23,0.0,22.999981259501297,True,0
28,0.0,27.99999343880806,True,0
17,1.0,17.400014156071787,True,1
28,0.0,27.999985272997055,True,0
30,0.0,28.432347657195827,False,0
7,0.0,23.765984490212922,False,0
17,0.0,22.12405134728517,False,0
7,1.0,19.443760552628234,False,0
7,1.0,19.427633932713643,False,1
17,1.0,17.39999659587223,True,1
23,0.0,22.99999168459963,True,0
28,0.0,27.999992822136576,True,0
17,1.0,17.400014329201056,True,1
23,0.0,22.999992843438807,True,0
7,1.0,7.400021733806298,True,1
28,0.0,27.9999718064113,True,0
23,0.0,23.000007644871122,True,0
30,1.0,30.199989210269578,True,0
30,0.0,30.00000025043083,True,0
0,1.0,0.40004776948756443,True,1
7,1.0,7.399989961092072,True,1
23,0.0,22.99997962067165,True,0
0,0.0,0.20002978618149203,True,1
23,0.0,22.999969316900337,True,0
7,1.0,7.400022659633433,True,1
23,0.0,22.999980023794176,True,0
28,0.0,27.999991948268754,True,0
7,1.0,7.400026414293474,True,1
17,1.0,17.399986548770233,True,1
17,1.0,17.399999999991483,True,1
28,0.0,27.999985200224657,True,0
0,1.0,0.4000383986174116,True,1
0,1.0,0.4000000000281074,True,1
30,0.0,29.999962320816785,True,0
30,0.0,29.999999999972022,True,0
7,1.0,7.40003175869376,True,1
28,0.0,27.999973558377324,True,0
28,0.0,27.999999999980485,True,0
30,0.0,29.999997140077134,True,0
0,1.0,0.4000417545652888,True,1
0,1.0,0.40000000002872993,True,1
17,1.0,17.39997585611867,True,1
0,1.0,0.40002437417424924,True,1
23,0.0,22.999972701029627,True,0
23,0.0,22.999982683461003,False,0
28,0.0,24.093577601334694,False,0
28,1.0,27.25408638884323,False,0
30,0.0,27.90970040177107,False,0
30,0.0,28.39094796650565,False,0
23,0.0,27.22949000255982,False,0
0,1.0,23.50419471575447,False,0
30,0.0,24.737971964633395,False,0
7,1.0,23.18120949653551,False,0
7,0.706769987081131,19.646615006459434,False,0
17,0.2881854569506288,19.855907271524686,False,-1
0,1.0,19.150104089041875,False,1
23,1.0,22.87293775464044,False,0
23,0.0,22.977441805382053,False,0
17,0.0,21.668508555594975,False,0
7,1.0,19.372538455915922,False,0
0,1.0,19.18202647948259,False,1
17,0.0,20.897808191865202,False,0
7,1.0,19.23022283174865,False,-1
7,0.4091655158286187,19.79541724208569,False,1
0,1.0,0.4000212560643781,True,1
7,1.0,7.399989400869616,True,1
0,0.0,0.2000106567128488,True,1
7,0.0,7.1999882956407335,True,1
7,0.0,7.199999999991613,True,1
7,0.0,7.199999999999998,True,1
28,0.0,27.99997194566034,True,0
0,1.0,0.400024282765142,True,1
17,1.0,17.399975815945744,True,1
23,0.0,22.99999240251648,True,0
7,1.0,7.400025117395603,True,1
17,1.0,14.010180709787326,False,1
0,1.0,15.537519582370555,False,1
17,1.0,17.399988597885674,True,1
7,0.8442265106387765,19.57788674468061,False,1
17,0.0,20.793282605170887,False,0
28,0.0,27.999987532212124,True,0
0,1.0,0.4000363980438826,True,1
23,0.0,22.999972647248544,True,0
17,0.0,21.691906698068916,False,0
0,0.0,17.999562580327932,False,1
17,0.0,20.7660787441448,False,1
23,0.0,22.999994106339383,True,0
0,1.0,0.40003161790690234,True,1
23,0.0,22.999971205878914,True,0
17,0.0,17.20000757832637,True,1
23,0.0,22.99999186510675,True,0
30,0.0,29.99998999777875,True,0
28,0.0,28.000002858482326,True,0
30,0.0,29.999997130295466,True,0
30,0.0,29.99999999999758,True,0
23,0.0,23.00001003894347,True,0
17,1.0,17.400007894134564,True,1
28,0.0,27.999985016692165,True,0
30,0.0,29.99999657047734,True,0
23,0.0,23.000010007222514,True,0
30,0.0,29.999988212821606,True,0
30,0.0,29.999999999990404,True,0
7,1.0,7.400032393134392,True,1
0,1.0,0.4000102656708511,True,1
30,0.0,29.99995472367777,True,0
0,0.0,23.486226158096148,False,0
17,0.0,21.845468589294914,False,0
30,0.0,23.602607176811464,False,0
23,0.0,23.530656152033135,False,0
30,0.0,24.936962230218764,False,0
7,0.0,21.04347785174695,False,0
0,1.0,19.07819532144867,False,1
28,0.0,22.02555289919487,False,0
0,1.0,19.05474115706957,False,1
30,0.0,22.366998138981224,False,0
0,1.0,19.025537635028837,False,1
7,0.29799978924104664,19.851000105379477,False,-1
7,0.28575724339199127,19.857121378304004,False,-1
23,1.0,23.198863767037267,False,0
17,0.0,21.86760894280656,False,0
23,0.0,22.071910028392768,False,0
17,1.0,23.230819026840205,False,0
23,0.0,23.187451530167657,False,0
30,0.0,29.999990121059223,True,0
30,0.0,29.99999999999146,True,0
30,0.0,29.999999999999993,True,0
30,0.0,29.999999999999993,True,0
0,1.0,0.40004177547749503,True,1
23,0.0,22.99997226258102,True,0
17,1.0,17.400007773086276,True,1
17,1.0,17.400000000005743,True,1
28,0.0,27.999984517020856,True,0
23,1.0,23.200006950427895,True,0
7,1.0,7.400022143114443,True,1
0,1.0,0.4000099366383813,True,1
28,0.0,27.999962112192044,True,0
0,1.0,0.4000439484925818,True,1
7,1.0,7.399991930944566,True,1
30,0.0,29.99996909189963,True,0
0,1.0,0.4000405317154022,True,1
23,1.0,23.199970119870592,True,0
17,1.0,17.400008553773258,True,1
0,1.0,0.4000213372529183,True,1
17,1.0,17.399976264524017,True,1
28,0.0,27.999985528251074,True,0
30,0.0,29.999997393007003,True,0
7,1.0,7.40002995006191,True,1
28,0.0,27.999970896631744,True,0
17,1.0,17.400011627508807,True,1
28,0.0,27.999983124523773,True,0
17,1.0,17.40001254544044,True,1
17,1.0,17.40000000001048,True,1
7,0.7574334128740006,19.621283293563,False,1
28,0.0,22.142940780948,False,0
7,0.0,18.966970818475538,False,1
23,0.0,21.24195248169063,False,0
30,0.0,23.1887518071584,False,0
30,0.0,24.737637591382168,False,0
17,0.0,23.090359137907242,False,0
30,1.0,26.762612748408245,False,0
23,0.0,26.01909666461941,False,0
23,1.0,27.578975811996145,False,0
7,0.0,23.105668567728653,False,0
23,0.0,22.93066615128671,False,0
30,1.0,26.727673459494664,False,0
23,1.0,28.22006076516628,False,0
28,0.0,28.179626224702393,False,0
23,0.0,27.044080712793782,False,0
28,0.0,27.214657144321333,False,0
28,0.0,27.392188226596417,False,0
7,0.0,22.95312978806262,False,0
30,0.0,24.317936317453256,False,0
0,1.0,19.369056068445367,False,0
30,1.0,23.748317094721237,False,0
28,0.0,24.798950827504008,False,0
30,0.0,25.96799833388777,False,0
0,0.0,20.394586851742964,False,0
7,1.0,19.13025388743052,False,-1
0,1.0,19.19410782220658,False,1
0,1.0,19.377414553191272,False,-1
0,0.9724347111892868,19.513782644405357,False,1
28,0.0,22.11664939006104,False,0
7,1.0,7.400025468273973,True,1
23,0.0,22.999981496855924,True,0
17,1.0,17.400006201159773,True,1
17,1.0,17.40000000000522,True,1
23,0.0,22.99999323921783,True,0
0,1.0,0.40003163594962593,True,1
28,0.0,27.99996314078734,True,0
23,0.0,23.000007177826454,True,0
23,0.0,23.00000000000626,True,0
17,1.0,17.400006964418427,True,1
7,1.0,7.400014222360642,True,1
0,1.0,0.40001210874759946,True,1
17,1.0,17.399972788308983,True,1
0,1.0,0.40002413781809665,True,1
17,1.0,17.399975886339675,True,1
30,0.0,29.99998210343197,True,0
17,1.0,17.40001510311281,True,1
7,1.0,7.400014397625302,True,1
28,0.0,27.99997193251969,True,0
30,0.0,29.99999651400962,True,0
23,0.0,23.000009975603373,True,0
23,0.0,23.000006350678945,False,0
0,1.0,19.00920025771324,False,1
17,0.0,20.92401877770216,False,0
7,1.0,19.250165591672264,False,0
17,0.29305534369428443,19.853472328152858,False,-1
28,1.0,23.880610881608643,False,0
30,0.0,25.319596068865597,False,0
23,0.0,24.85794423728581,False,0
0,1.0,19.479071203588802,False,0
17,0.0,19.908261005762547,False,1
0,0.9478931038062797,19.52605344809686,False,-1
28,0.0,27.999982082627387,True,0
0,1.0,0.40003989443159754,True,1
28,0.0,27.99996120924062,True,0
